Time,Time(ms),North China.Guyuan/ Bus 4 J220/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Bus 5 J220/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 500kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 220kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 35kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 500kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 220kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 35kV Side/ Positive -Sequence Voltage Magnitude
2023/09/17_02:13:47.240,240,227.227,227.214,524.91,227.214,35.9604,524.452,227.1,35.9412
2023/09/17_02:13:47.260,260,227.2,227.194,524.849,227.187,35.9583,524.391,227.073,35.9391
2023/09/17_02:13:47.280,280,227.18,227.18,524.849,227.18,35.9561,524.376,227.066,35.9369
2023/09/17_02:13:47.300,300,227.2,227.2,524.895,227.194,35.9572,524.407,227.086,35.938
2023/09/17_02:13:47.320,320,227.227,227.221,524.925,227.221,35.9604,524.468,227.1,35.9412
2023/09/17_02:13:47.340,340,227.241,227.234,524.956,227.234,35.9647,524.498,227.12,35.9444
2023/09/17_02:13:47.360,360,227.247,227.241,524.971,227.234,35.9668,524.513,227.127,35.9465
2023/09/17_02:13:47.380,380,227.254,227.241,524.986,227.241,35.9658,524.529,227.127,35.9465
2023/09/17_02:13:47.400,400,227.261,227.247,525.002,227.247,35.9658,524.529,227.127,35.9465
2023/09/17_02:13:47.420,420,227.234,227.234,524.956,227.234,35.9636,524.483,227.113,35.9444
2023/09/17_02:13:47.440,440,227.227,227.221,524.941,227.221,35.9626,524.468,227.106,35.9433
2023/09/17_02:13:47.460,460,227.241,227.227,524.956,227.227,35.9636,524.468,227.12,35.9444
2023/09/17_02:13:47.480,480,227.241,227.234,524.956,227.234,35.9636,524.483,227.12,35.9444
2023/09/17_02:13:47.500,500,227.261,227.254,525.002,227.254,35.9668,524.529,227.14,35.9487
2023/09/17_02:13:47.520,520,227.274,227.268,525.017,227.268,35.97,524.544,227.154,35.9519
2023/09/17_02:13:47.540,540,227.254,227.247,524.986,227.247,35.9668,524.498,227.133,35.9476
2023/09/17_02:13:47.560,560,227.241,227.234,524.986,227.234,35.9636,524.498,227.127,35.9455
2023/09/17_02:13:47.580,580,227.261,227.247,525.032,227.254,35.9668,524.529,227.14,35.9487
2023/09/17_02:13:47.600,600,227.268,227.261,525.032,227.261,35.9679,524.559,227.147,35.9508
2023/09/17_02:13:47.620,620,227.261,227.254,525.017,227.254,35.9679,524.544,227.14,35.9497
2023/09/17_02:13:47.640,640,227.261,227.247,524.971,227.247,35.9668,524.498,227.127,35.9476
2023/09/17_02:13:47.660,660,227.247,227.234,524.956,227.234,35.9636,524.468,227.12,35.9444
2023/09/17_02:13:47.680,680,227.241,227.227,524.956,227.234,35.9626,524.483,227.113,35.9433
2023/09/17_02:13:47.700,700,227.241,227.227,524.971,227.227,35.9636,524.483,227.106,35.9444
2023/09/17_02:13:47.720,720,227.234,227.227,524.956,227.227,35.9636,524.468,227.106,35.9455
2023/09/17_02:13:47.740,740,227.247,227.234,524.956,227.234,35.9647,524.483,227.127,35.9476
2023/09/17_02:13:47.760,760,227.261,227.254,524.986,227.254,35.9668,524.498,227.14,35.9497
2023/09/17_02:13:47.780,780,227.268,227.254,524.986,227.254,35.9679,524.498,227.14,35.9487
2023/09/17_02:13:47.800,800,227.247,227.234,524.956,227.234,35.9647,524.468,227.127,35.9455
2023/09/17_02:13:47.820,820,227.241,227.221,524.925,227.227,35.9626,524.437,227.113,35.9444
2023/09/17_02:13:47.840,840,227.254,227.234,524.941,227.241,35.9636,524.452,227.12,35.9455
2023/09/17_02:13:47.860,860,227.261,227.247,524.971,227.247,35.9658,524.483,227.133,35.9476
2023/09/17_02:13:47.880,880,227.274,227.268,525.002,227.268,35.969,524.498,227.154,35.9497
2023/09/17_02:13:47.900,900,227.281,227.268,525.017,227.268,35.97,524.513,227.16,35.9497
2023/09/17_02:13:47.920,920,227.268,227.254,525.002,227.254,35.9679,524.513,227.147,35.9487
2023/09/17_02:13:47.940,940,227.254,227.247,524.971,227.247,35.9647,524.483,227.133,35.9465
2023/09/17_02:13:47.960,960,227.254,227.241,524.956,227.241,35.9658,524.468,227.127,35.9465
2023/09/17_02:13:47.980,980,227.261,227.247,524.971,227.247,35.9668,524.468,227.133,35.9487
2023/09/17_02:13:48.0,0,227.268,227.254,524.971,227.254,35.9679,524.483,227.147,35.9497
2023/09/17_02:13:48.20,20,227.227,227.214,524.91,227.214,35.9615,524.437,227.106,35.9444
2023/09/17_02:13:48.40,40,227.12,227.113,524.849,227.113,35.9412,524.376,226.999,35.9209
2023/09/17_02:13:48.60,60,227.154,227.14,524.895,227.14,35.9465,524.391,227.033,35.9241
2023/09/17_02:13:48.80,80,227.241,227.227,524.925,227.234,35.9647,524.437,227.12,35.9444
2023/09/17_02:13:48.100,100,227.261,227.254,524.971,227.254,35.9668,524.483,227.14,35.9476
2023/09/17_02:13:48.120,120,227.301,227.301,525.093,227.295,35.9732,524.59,227.18,35.954
2023/09/17_02:13:48.140,140,227.321,227.315,525.124,227.315,35.9754,524.635,227.2,35.9561
2023/09/17_02:13:48.160,160,227.301,227.295,525.063,227.295,35.9732,524.574,227.18,35.954
2023/09/17_02:13:48.180,180,227.268,227.268,524.986,227.261,35.969,524.498,227.147,35.9497
2023/09/17_02:13:48.200,200,227.268,227.261,524.986,227.261,35.969,524.498,227.147,35.9487
2023/09/17_02:13:48.220,220,227.281,227.268,525.002,227.268,35.969,524.513,227.154,35.9497
2023/09/17_02:13:48.240,240,227.281,227.268,525.002,227.268,35.97,524.513,227.154,35.9497
2023/09/17_02:13:48.260,260,227.268,227.261,524.986,227.268,35.969,524.513,227.147,35.9487
2023/09/17_02:13:48.280,280,227.268,227.254,525.002,227.261,35.969,524.513,227.147,35.9497
2023/09/17_02:13:48.300,300,227.274,227.254,525.002,227.261,35.969,524.513,227.147,35.9497
2023/09/17_02:13:48.320,320,227.261,227.247,524.971,227.254,35.9679,524.483,227.133,35.9487
2023/09/17_02:13:48.340,340,227.261,227.247,524.956,227.247,35.9679,524.468,227.133,35.9497
2023/09/17_02:13:48.360,360,227.261,227.247,524.971,227.247,35.969,524.483,227.133,35.9497
2023/09/17_02:13:48.380,380,227.268,227.247,524.971,227.254,35.969,524.483,227.133,35.9497
2023/09/17_02:13:48.400,400,227.281,227.261,525.002,227.268,35.97,524.513,227.154,35.9508
2023/09/17_02:13:48.420,420,227.288,227.274,525.017,227.281,35.9722,524.529,227.167,35.9529
2023/09/17_02:13:48.440,440,227.288,227.281,525.017,227.281,35.9732,524.529,227.167,35.954
2023/09/17_02:13:48.460,460,227.254,227.247,525.002,227.247,35.9679,524.498,227.133,35.9508
2023/09/17_02:13:48.480,480,227.167,227.154,524.956,227.147,35.9487,524.468,227.033,35.9284
2023/09/17_02:13:48.500,500,227.207,227.187,525.032,227.187,35.954,524.529,227.073,35.9326
2023/09/17_02:13:48.520,520,227.308,227.295,525.093,227.295,35.9754,524.605,227.18,35.9561
2023/09/17_02:13:48.540,540,227.315,227.308,525.108,227.301,35.9775,524.605,227.194,35.9594
2023/09/17_02:13:48.560,560,227.308,227.308,525.093,227.308,35.9764,524.605,227.194,35.9583
2023/09/17_02:13:48.580,580,227.315,227.308,525.093,227.308,35.9754,524.62,227.187,35.9561
2023/09/17_02:13:48.600,600,227.321,227.315,525.093,227.315,35.9775,524.62,227.194,35.9594
2023/09/17_02:13:48.620,620,227.315,227.301,525.078,227.308,35.9775,524.59,227.187,35.9594
2023/09/17_02:13:48.640,640,227.295,227.281,525.047,227.281,35.9732,524.544,227.167,35.9551
2023/09/17_02:13:48.660,660,227.274,227.268,525.017,227.268,35.969,524.529,227.154,35.9508
2023/09/17_02:13:48.680,680,227.274,227.261,525.017,227.261,35.969,524.529,227.147,35.9508
2023/09/17_02:13:48.700,700,227.274,227.268,525.017,227.261,35.9711,524.529,227.147,35.9519
2023/09/17_02:13:48.720,720,227.274,227.268,525.002,227.268,35.9711,524.513,227.147,35.9529
2023/09/17_02:13:48.740,740,227.268,227.261,524.986,227.261,35.969,524.513,227.14,35.9508
2023/09/17_02:13:48.760,760,227.261,227.254,524.986,227.261,35.9679,524.513,227.14,35.9497
2023/09/17_02:13:48.780,780,227.274,227.261,524.986,227.261,35.97,524.529,227.147,35.9508
2023/09/17_02:13:48.800,800,227.281,227.274,525.002,227.268,35.9711,524.529,227.154,35.9519
2023/09/17_02:13:48.820,820,227.288,227.274,525.017,227.274,35.9722,524.529,227.16,35.9529
2023/09/17_02:13:48.840,840,227.281,227.268,525.017,227.268,35.97,524.529,227.154,35.9508
2023/09/17_02:13:48.860,860,227.261,227.247,524.956,227.247,35.9668,524.498,227.133,35.9487
2023/09/17_02:13:48.880,880,227.241,227.234,524.91,227.234,35.9647,524.452,227.12,35.9465
2023/09/17_02:13:48.900,900,227.247,227.241,524.925,227.241,35.9668,524.452,227.127,35.9476
2023/09/17_02:13:48.920,920,227.274,227.261,524.956,227.261,35.9711,524.483,227.14,35.9508
2023/09/17_02:13:48.940,940,227.281,227.268,524.956,227.268,35.9711,524.483,227.154,35.9519
2023/09/17_02:13:48.960,960,227.261,227.254,524.925,227.247,35.9679,524.452,227.14,35.9497
2023/09/17_02:13:48.980,980,227.247,227.241,524.91,227.234,35.9668,524.437,227.12,35.9476
2023/09/17_02:13:49.0,0,227.261,227.241,524.925,227.241,35.9668,524.452,227.127,35.9476
2023/09/17_02:13:49.20,20,227.268,227.254,524.941,227.254,35.9679,524.468,227.133,35.9487
2023/09/17_02:13:49.40,40,227.268,227.254,524.941,227.254,35.9679,524.468,227.14,35.9487
2023/09/17_02:13:49.60,60,227.261,227.247,524.925,227.247,35.9668,524.468,227.133,35.9476
2023/09/17_02:13:49.80,80,227.254,227.241,524.91,227.247,35.9668,524.452,227.127,35.9476
2023/09/17_02:13:49.100,100,227.254,227.247,524.91,227.247,35.9668,524.452,227.133,35.9476
2023/09/17_02:13:49.120,120,227.268,227.261,524.941,227.261,35.969,524.483,227.147,35.9487
2023/09/17_02:13:49.140,140,227.281,227.274,524.956,227.268,35.9711,524.498,227.154,35.9519
2023/09/17_02:13:49.160,160,227.274,227.268,524.956,227.268,35.9711,524.498,227.147,35.9519
2023/09/17_02:13:49.180,180,227.274,227.261,524.956,227.261,35.97,524.498,227.147,35.9508
2023/09/17_02:13:49.200,200,227.261,227.254,524.941,227.254,35.969,524.483,227.14,35.9476
2023/09/17_02:13:49.220,220,227.247,227.241,524.895,227.241,35.9658,524.452,227.127,35.9455
2023/09/17_02:13:49.240,240,227.254,227.247,524.91,227.247,35.9668,524.452,227.14,35.9465
2023/09/17_02:13:49.260,260,227.261,227.261,524.941,227.254,35.969,524.483,227.147,35.9487
2023/09/17_02:13:49.280,280,227.261,227.254,524.925,227.254,35.969,524.468,227.14,35.9487
2023/09/17_02:13:49.300,300,227.241,227.234,524.895,227.234,35.9647,524.422,227.12,35.9455
2023/09/17_02:13:49.320,320,227.214,227.2,524.834,227.2,35.9604,524.361,227.086,35.9401
2023/09/17_02:13:49.340,340,227.106,227.1,524.727,227.1,35.9433,524.269,226.979,35.923
2023/09/17_02:13:49.360,360,227.073,227.06,524.712,227.066,35.938,524.254,226.945,35.9156
2023/09/17_02:13:49.380,380,227.18,227.174,524.819,227.174,35.9551,524.361,227.053,35.9337
2023/09/17_02:13:49.400,400,227.234,227.234,524.88,227.234,35.9636,524.422,227.113,35.9433
2023/09/17_02:13:49.420,420,227.234,227.227,524.864,227.227,35.9647,524.407,227.12,35.9433
2023/09/17_02:13:49.440,440,227.241,227.227,524.88,227.227,35.9658,524.407,227.12,35.9455
2023/09/17_02:13:49.460,460,227.254,227.241,524.91,227.241,35.9679,524.437,227.127,35.9487
2023/09/17_02:13:49.480,480,227.268,227.261,524.941,227.254,35.969,524.452,227.14,35.9497
2023/09/17_02:13:49.500,500,227.274,227.261,524.941,227.254,35.969,524.468,227.147,35.9497
2023/09/17_02:13:49.520,520,227.274,227.268,524.956,227.268,35.9711,524.483,227.154,35.9529
2023/09/17_02:13:49.540,540,227.281,227.274,524.986,227.281,35.9722,524.513,227.167,35.9551
2023/09/17_02:13:49.560,560,227.281,227.281,525.017,227.281,35.9722,524.529,227.174,35.9551
2023/09/17_02:13:49.580,580,227.281,227.281,525.002,227.281,35.9722,524.513,227.167,35.954
2023/09/17_02:13:49.600,600,227.268,227.268,524.941,227.261,35.97,524.483,227.147,35.9508
2023/09/17_02:13:49.620,620,227.254,227.247,524.91,227.247,35.969,524.437,227.133,35.9497
2023/09/17_02:13:49.640,640,227.247,227.241,524.895,227.234,35.9668,524.422,227.127,35.9487
2023/09/17_02:13:49.660,660,227.241,227.234,524.88,227.234,35.9647,524.422,227.113,35.9455
2023/09/17_02:13:49.680,680,227.247,227.234,524.864,227.234,35.9647,524.407,227.113,35.9465
2023/09/17_02:13:49.700,700,227.247,227.241,524.88,227.241,35.9668,524.407,227.127,35.9487
2023/09/17_02:13:49.720,720,227.234,227.227,524.91,227.227,35.9647,524.422,227.12,35.9476
2023/09/17_02:13:49.740,740,227.221,227.221,524.91,227.214,35.9615,524.437,227.106,35.9433
2023/09/17_02:13:49.760,760,227.227,227.221,524.925,227.221,35.9615,524.437,227.106,35.9433
2023/09/17_02:13:49.780,780,227.227,227.221,524.925,227.221,35.9615,524.437,227.106,35.9433
2023/09/17_02:13:49.800,800,227.221,227.214,524.91,227.214,35.9626,524.422,227.1,35.9444
2023/09/17_02:13:49.820,820,227.2,227.194,524.88,227.194,35.9594,524.391,227.08,35.9412
2023/09/17_02:13:49.840,840,227.187,227.174,524.834,227.18,35.9551,524.361,227.066,35.9369
2023/09/17_02:13:49.860,860,227.174,227.167,524.819,227.167,35.954,524.33,227.06,35.9358
2023/09/17_02:13:49.880,880,227.187,227.174,524.819,227.174,35.9551,524.33,227.06,35.9369
2023/09/17_02:13:49.900,900,227.207,227.194,524.849,227.194,35.9583,524.361,227.08,35.9412
2023/09/17_02:13:49.920,920,227.207,227.194,524.849,227.2,35.9594,524.361,227.08,35.9412
2023/09/17_02:13:49.940,940,227.187,227.174,524.819,227.174,35.9551,524.315,227.06,35.9369
2023/09/17_02:13:49.960,960,227.174,227.16,524.788,227.16,35.9529,524.3,227.046,35.9348
2023/09/17_02:13:49.980,980,227.167,227.154,524.773,227.16,35.9529,524.3,227.046,35.9348
2023/09/17_02:13:50.0,0,227.174,227.167,524.803,227.167,35.954,524.315,227.053,35.9358
2023/09/17_02:13:50.20,20,227.187,227.174,524.819,227.174,35.9551,524.315,227.053,35.9369
2023/09/17_02:13:50.40,40,227.174,227.16,524.788,227.16,35.9529,524.3,227.046,35.9348
2023/09/17_02:13:50.60,60,227.154,227.14,524.773,227.14,35.9508,524.284,227.033,35.9326
2023/09/17_02:13:50.80,80,227.16,227.147,524.788,227.147,35.9508,524.284,227.039,35.9326
2023/09/17_02:13:50.100,100,227.174,227.167,524.803,227.16,35.9529,524.3,227.046,35.9348
2023/09/17_02:13:50.120,120,227.18,227.167,524.788,227.16,35.954,524.3,227.053,35.9348
2023/09/17_02:13:50.140,140,227.174,227.167,524.788,227.167,35.954,524.3,227.053,35.9348
2023/09/17_02:13:50.160,160,227.174,227.167,524.803,227.167,35.954,524.315,227.053,35.9348
2023/09/17_02:13:50.180,180,227.18,227.174,524.819,227.174,35.954,524.33,227.06,35.9358
2023/09/17_02:13:50.200,200,227.167,227.167,524.819,227.16,35.9529,524.33,227.046,35.9348
2023/09/17_02:13:50.220,220,227.093,227.093,524.758,227.093,35.9391,524.269,226.979,35.9188
2023/09/17_02:13:50.240,240,227.106,227.093,524.773,227.1,35.9401,524.269,226.986,35.9198
2023/09/17_02:13:50.260,260,227.174,227.154,524.788,227.16,35.954,524.3,227.046,35.9337
2023/09/17_02:13:50.280,280,227.174,227.154,524.788,227.16,35.954,524.3,227.046,35.9337
2023/09/17_02:13:50.300,300,227.174,227.16,524.803,227.16,35.954,524.33,227.046,35.9348
2023/09/17_02:13:50.320,320,227.174,227.167,524.788,227.167,35.954,524.315,227.046,35.9348
2023/09/17_02:13:50.340,340,227.18,227.174,524.803,227.174,35.9551,524.33,227.053,35.9358
2023/09/17_02:13:50.360,360,227.18,227.174,524.819,227.174,35.9561,524.33,227.06,35.9358
2023/09/17_02:13:50.380,380,227.18,227.174,524.819,227.167,35.9551,524.33,227.06,35.9348
2023/09/17_02:13:50.400,400,227.187,227.18,524.819,227.174,35.954,524.33,227.06,35.9337
2023/09/17_02:13:50.420,420,227.187,227.174,524.819,227.174,35.9551,524.33,227.06,35.9348
2023/09/17_02:13:50.440,440,227.2,227.187,524.849,227.18,35.9572,524.361,227.073,35.9369
2023/09/17_02:13:50.460,460,227.207,227.194,524.88,227.2,35.9594,524.407,227.086,35.9391
2023/09/17_02:13:50.480,480,227.2,227.187,524.864,227.194,35.9572,524.391,227.08,35.9391
2023/09/17_02:13:50.500,500,227.2,227.194,524.864,227.194,35.9561,524.407,227.08,35.9369
2023/09/17_02:13:50.520,520,227.214,227.2,524.88,227.2,35.9583,524.422,227.086,35.9391
2023/09/17_02:13:50.540,540,227.221,227.207,524.88,227.214,35.9604,524.407,227.1,35.9423
2023/09/17_02:13:50.560,560,227.207,227.2,524.864,227.2,35.9583,524.391,227.086,35.9401
2023/09/17_02:13:50.580,580,227.194,227.187,524.849,227.187,35.9561,524.407,227.073,35.9369
2023/09/17_02:13:50.600,600,227.2,227.194,524.864,227.194,35.9572,524.407,227.08,35.938
2023/09/17_02:13:50.620,620,227.194,227.187,524.849,227.187,35.9572,524.391,227.073,35.9369
2023/09/17_02:13:50.640,640,227.16,227.154,524.803,227.154,35.9529,524.33,227.039,35.9348
2023/09/17_02:13:50.660,660,227.046,227.039,524.712,227.039,35.9305,524.239,226.925,35.9102
2023/09/17_02:13:50.680,680,227.06,227.053,524.696,227.046,35.9316,524.223,226.939,35.9102
2023/09/17_02:13:50.700,700,227.133,227.127,524.712,227.12,35.9487,524.223,227.013,35.9305
2023/09/17_02:13:50.720,720,227.133,227.127,524.712,227.12,35.9487,524.239,227.013,35.9316
2023/09/17_02:13:50.740,740,227.16,227.147,524.758,227.147,35.9519,524.3,227.033,35.9337
2023/09/17_02:13:50.760,760,227.167,227.154,524.773,227.147,35.9508,524.3,227.033,35.9326
2023/09/17_02:13:50.780,780,227.167,227.16,524.788,227.154,35.9519,524.315,227.039,35.9348
2023/09/17_02:13:50.800,800,227.174,227.16,524.788,227.16,35.954,524.315,227.046,35.9358
2023/09/17_02:13:50.820,820,227.174,227.16,524.773,227.167,35.954,524.315,227.046,35.9348
2023/09/17_02:13:50.840,840,227.18,227.167,524.788,227.174,35.954,524.315,227.06,35.9348
2023/09/17_02:13:50.860,860,227.174,227.167,524.758,227.167,35.9529,524.3,227.046,35.9337
2023/09/17_02:13:50.880,880,227.147,227.14,524.712,227.14,35.9497,524.254,227.026,35.9316
2023/09/17_02:13:50.900,900,227.14,227.127,524.696,227.127,35.9487,524.223,227.013,35.9305
2023/09/17_02:13:50.920,920,227.14,227.127,524.712,227.133,35.9487,524.239,227.019,35.9294
2023/09/17_02:13:50.940,940,227.147,227.133,524.712,227.133,35.9487,524.239,227.026,35.9294
2023/09/17_02:13:50.960,960,227.14,227.127,524.696,227.127,35.9487,524.208,227.019,35.9294
2023/09/17_02:13:50.980,980,227.133,227.12,524.681,227.12,35.9465,524.193,227.006,35.9273
2023/09/17_02:13:51.0,0,227.127,227.12,524.696,227.12,35.9476,524.208,227.013,35.9284
2023/09/17_02:13:51.20,20,227.147,227.14,524.712,227.14,35.9497,524.208,227.026,35.9316
2023/09/17_02:13:51.40,40,227.154,227.147,524.712,227.147,35.9508,524.223,227.033,35.9326
2023/09/17_02:13:51.60,60,227.154,227.14,524.696,227.14,35.9508,524.208,227.033,35.9326
2023/09/17_02:13:51.80,80,227.147,227.14,524.681,227.133,35.9497,524.193,227.026,35.9316
2023/09/17_02:13:51.100,100,227.154,227.14,524.696,227.14,35.9497,524.193,227.033,35.9305
2023/09/17_02:13:51.120,120,227.167,227.16,524.712,227.16,35.9519,524.223,227.039,35.9326
2023/09/17_02:13:51.140,140,227.18,227.174,524.712,227.174,35.9551,524.223,227.06,35.9369
2023/09/17_02:13:51.160,160,227.18,227.167,524.712,227.167,35.9551,524.223,227.06,35.9369
2023/09/17_02:13:51.180,180,227.18,227.167,524.712,227.167,35.9551,524.208,227.053,35.9358
2023/09/17_02:13:51.200,200,227.187,227.174,524.727,227.18,35.9572,524.239,227.066,35.9369
2023/09/17_02:13:51.220,220,227.194,227.18,524.742,227.187,35.9583,524.254,227.073,35.9391
2023/09/17_02:13:51.240,240,227.194,227.18,524.727,227.18,35.9583,524.239,227.066,35.9391
2023/09/17_02:13:51.260,260,227.187,227.18,524.727,227.174,35.9572,524.239,227.06,35.938
2023/09/17_02:13:51.280,280,227.2,227.187,524.758,227.187,35.9583,524.254,227.073,35.9401
2023/09/17_02:13:51.300,300,227.207,227.2,524.773,227.194,35.9594,524.269,227.086,35.9401
2023/09/17_02:13:51.320,320,227.207,227.194,524.742,227.194,35.9594,524.239,227.08,35.9412
2023/09/17_02:13:51.340,340,227.2,227.187,524.727,227.194,35.9594,524.239,227.073,35.9412
2023/09/17_02:13:51.360,360,227.2,227.187,524.727,227.194,35.9583,524.254,227.073,35.9401
2023/09/17_02:13:51.380,380,227.207,227.2,524.758,227.2,35.9604,524.284,227.086,35.9401
2023/09/17_02:13:51.400,400,227.221,227.214,524.788,227.214,35.9626,524.315,227.106,35.9423
2023/09/17_02:13:51.420,420,227.221,227.214,524.773,227.207,35.9615,524.3,227.1,35.9423
2023/09/17_02:13:51.440,440,227.221,227.214,524.773,227.207,35.9604,524.3,227.093,35.9412
2023/09/17_02:13:51.460,460,227.234,227.221,524.819,227.221,35.9626,524.33,227.106,35.9433
2023/09/17_02:13:51.480,480,227.247,227.241,524.834,227.241,35.9658,524.361,227.127,35.9476
2023/09/17_02:13:51.500,500,227.241,227.234,524.819,227.234,35.9658,524.345,227.12,35.9465
2023/09/17_02:13:51.520,520,227.154,227.147,524.758,227.147,35.9519,524.284,227.026,35.9316
2023/09/17_02:13:51.540,540,227.12,227.113,524.758,227.106,35.9455,524.284,226.992,35.9252
2023/09/17_02:13:51.560,560,227.234,227.227,524.88,227.221,35.9636,524.407,227.106,35.9433
2023/09/17_02:13:51.580,580,227.315,227.308,524.971,227.308,35.9754,524.483,227.187,35.9561
2023/09/17_02:13:51.600,600,227.328,227.308,524.956,227.308,35.9775,524.483,227.2,35.9583
2023/09/17_02:13:51.620,620,227.308,227.295,524.895,227.295,35.9754,524.437,227.18,35.9572
2023/09/17_02:13:51.640,640,227.308,227.295,524.91,227.295,35.9754,524.437,227.18,35.9561
2023/09/17_02:13:51.660,660,227.315,227.308,524.941,227.308,35.9754,524.468,227.194,35.9561
2023/09/17_02:13:51.680,680,227.321,227.315,524.941,227.315,35.9775,524.468,227.2,35.9583
2023/09/17_02:13:51.700,700,227.335,227.321,524.941,227.321,35.9796,524.483,227.214,35.9615
2023/09/17_02:13:51.720,720,227.348,227.335,524.941,227.335,35.9818,524.483,227.221,35.9636
2023/09/17_02:13:51.740,740,227.348,227.335,524.956,227.335,35.9818,524.498,227.221,35.9626
2023/09/17_02:13:51.760,760,227.348,227.335,524.971,227.335,35.9807,524.498,227.227,35.9626
2023/09/17_02:13:51.780,780,227.362,227.348,524.956,227.348,35.9839,524.483,227.234,35.9658
2023/09/17_02:13:51.800,800,227.375,227.362,524.941,227.362,35.9871,524.483,227.247,35.969
2023/09/17_02:13:51.820,820,227.395,227.388,524.986,227.388,35.9914,524.529,227.274,35.9732
2023/09/17_02:13:51.840,840,227.415,227.409,525.032,227.409,35.9935,524.559,227.295,35.9754
2023/09/17_02:13:51.860,860,227.415,227.402,525.017,227.402,35.9935,524.544,227.295,35.9743
2023/09/17_02:13:51.880,880,227.415,227.402,525.002,227.395,35.9925,524.544,227.288,35.9754
2023/09/17_02:13:51.900,900,227.409,227.409,525.017,227.402,35.9946,524.544,227.295,35.9764
2023/09/17_02:13:51.920,920,227.422,227.422,525.047,227.415,35.9967,524.574,227.301,35.9786
2023/09/17_02:13:51.940,940,227.429,227.422,525.047,227.415,35.9967,524.559,227.308,35.9786
2023/09/17_02:13:51.960,960,227.422,227.409,525.032,227.409,35.9957,524.544,227.301,35.9775
2023/09/17_02:13:51.980,980,227.422,227.402,525.017,227.402,35.9957,524.544,227.295,35.9764
2023/09/17_02:13:52.0,0,227.415,227.402,525.017,227.395,35.9946,524.529,227.288,35.9754
2023/09/17_02:13:52.20,20,227.409,227.388,525.002,227.388,35.9925,524.513,227.274,35.9743
2023/09/17_02:13:52.40,40,227.395,227.382,524.971,227.375,35.9903,524.468,227.268,35.9722
2023/09/17_02:13:52.60,60,227.368,227.362,524.925,227.362,35.9882,524.422,227.247,35.969
2023/09/17_02:13:52.80,80,227.355,227.341,524.895,227.348,35.985,524.391,227.234,35.9668
2023/09/17_02:13:52.100,100,227.362,227.355,524.91,227.355,35.986,524.422,227.241,35.9679
2023/09/17_02:13:52.120,120,227.395,227.388,524.971,227.388,35.9925,524.498,227.274,35.9732
2023/09/17_02:13:52.140,140,227.429,227.422,525.017,227.415,35.9967,524.529,227.301,35.9786
2023/09/17_02:13:52.160,160,227.422,227.415,525.017,227.415,35.9967,524.529,227.301,35.9775
2023/09/17_02:13:52.180,180,227.415,227.409,525.002,227.402,35.9946,524.513,227.295,35.9764
2023/09/17_02:13:52.200,200,227.422,227.409,525.017,227.409,35.9957,524.529,227.295,35.9764
2023/09/17_02:13:52.220,220,227.429,227.415,525.032,227.422,35.9978,524.544,227.301,35.9775
2023/09/17_02:13:52.240,240,227.422,227.415,525.017,227.415,35.9967,524.529,227.301,35.9775
2023/09/17_02:13:52.260,260,227.409,227.395,525.002,227.402,35.9946,524.498,227.288,35.9754
2023/09/17_02:13:52.280,280,227.388,227.375,524.956,227.382,35.9914,524.452,227.268,35.9732
2023/09/17_02:13:52.300,300,227.388,227.375,524.941,227.375,35.9903,524.437,227.261,35.9722
2023/09/17_02:13:52.320,320,227.395,227.375,524.941,227.382,35.9903,524.452,227.268,35.9732
2023/09/17_02:13:52.340,340,227.402,227.388,524.956,227.388,35.9925,524.468,227.274,35.9743
2023/09/17_02:13:52.360,360,227.422,227.409,525.002,227.409,35.9967,524.513,227.295,35.9775
2023/09/17_02:13:52.380,380,227.415,227.402,524.986,227.402,35.9957,524.513,227.281,35.9775
2023/09/17_02:13:52.400,400,227.335,227.328,524.941,227.328,35.9796,524.468,227.207,35.9604
2023/09/17_02:13:52.420,420,227.355,227.341,524.986,227.348,35.9839,524.513,227.234,35.9636
2023/09/17_02:13:52.440,440,227.442,227.422,525.063,227.429,36.001,524.59,227.315,35.9818
2023/09/17_02:13:52.460,460,227.456,227.442,525.093,227.442,36.0031,524.605,227.328,35.9828
2023/09/17_02:13:52.480,480,227.462,227.442,525.108,227.449,36.0021,524.62,227.335,35.9828
2023/09/17_02:13:52.500,500,227.449,227.442,525.093,227.442,36.001,524.62,227.335,35.9828
2023/09/17_02:13:52.520,520,227.435,227.422,525.047,227.429,35.9989,524.574,227.315,35.9796
2023/09/17_02:13:52.540,540,227.429,227.422,525.017,227.422,35.9978,524.559,227.308,35.9796
2023/09/17_02:13:52.560,560,227.435,227.429,525.032,227.429,35.9989,524.574,227.315,35.9796
2023/09/17_02:13:52.580,580,227.442,227.429,525.063,227.429,35.9989,524.59,227.321,35.9796
2023/09/17_02:13:52.600,600,227.462,227.449,525.093,227.449,36.0021,524.635,227.341,35.9828
